Compound	KEGG_ID
Cyanidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside	C20493
beta-L-Arabinofuranosyl-(1->2)-beta-L-arabinofuranose	C20568
"(1R,4S)-1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octan-6-one"	C00848
"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine"	C01300
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al"	C01301
(2S)-5-Amino-2-(3-carboxypropanoylamino)pentanoic acid	C03415
"UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hexos-4-ulose"	C04613
"UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose"	C04630
5-Aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside	C04663
5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	C04677
Biotin-[methylmalonyl-CoA:pyruvate carboxytransferase]	C04682
EF-2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	C04692
(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate	C04712
"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate"	C04742
"Glycoprotein D-galactosyl-1,3-N-acetyl-D-galactosamine"	C04750
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	C04751
5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	C04751
2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate	C04752
Glycoprotein N-acetyl-D-glucosaminyl-phospho-D-mannose	C04755
O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	C04756
"2,4-Dihydroxy-7-methoxy-1,4-benzoxazin-3-one glucoside"	C04831
1-Alkyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine	C05210
N-Tris(hydroxymethyl)methyl-2-aminoethanesulfonic acid	C05353
"3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane"	C05446
"11beta,17alpha,21-Trihydroxy-5beta-pregnane-3,20-dione"	C05471
"3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al"	C05474
"1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol"	C05980
"4,5-Dihydro-5,5-dimethyl-4-(3-oxobutyl)furan-2(3H)-one"	C06066
"(1R,6S)-Dihydroxycyclohexa-2,4-diene-1,4-dicarboxylate"	C06318
"(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate"	C06321
"cis-1,6-Dihydroxy-2,4-cyclohexadiene-1-carboxylic acid"	C06321
(5R)-7-Oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate	C06669
"[(1R)-2,2,3-Trimethyl-5-oxocyclopent-3-enyl]acetyl-CoA"	C07160
1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea	C07640
"2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate"	C07734
"(2E,6E,8E)-N-Isobutyl-2,6,8-hexadecatriene-10-yneamide"	C08454
(E)-2-Methylcrotonic acid (E)-2-methyl-2-butenyl ester	C08546
"2,6,10,14-Hexadecatetraen-1-ol, 3,7,11,15-tetramethyl-"	C09094
"(R)-6,7-Dihydro-7-methyl-5H-2-pyrindine-4-carbaldehyde"	C09915
3-Hydroxy-5-methoxy-6-prenylstilbene-2-carboxylic acid	C10264
"Ethanone, 1-(9-azabicyclo(4.2.1)non-2-en-2-yl)-, (1R)-"	C10841
"4-(2,4-Dichlorobenzoyl)-1,3-dimethyl-5-hydroxypyrazole"	C11122
"1,2-Dihydroxybenzene-3,5-disulfonic acid disodium salt"	C11159
"4-alpha-Methyl-5-alpha-stigmasta-7,Z-24-dien-3-beta-ol"	C11523
"5,7-Dihydroxy-3-methoxy-2-phenyl-4H-1-benzopyran-4-one"	C11577
"3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoate"	C11588
13(1)-Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester	C11829
"6,6-Dimethylbicyclo[3.1.1]hept-2-ene-2-carboxylic acid"	C11940
"3-Methoxy-8,9-methylenedioxy-3,4-dihydrophenanthridine"	C12199
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, 1-acetate"	C12301
"9-Hydroxy-3,5,7,11,13,15,17-octaoxo-octadecanoyl-[acp]"	C12360
"9-Hydroxy-3,5,7,11,13,15,17-octaoxo-nonadecanoyl-[acp]"	C12361
"(2Z,4E,7E)-2-Hydroxy-6-oxonona-2,4,7-triene-1,9-dioate"	C12624
Kaempferol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside	C12634
Quercetin 3-O-[beta-D-xylosyl-(1->2)-beta-D-glucoside]	C12637
"9,10-Seco-9,11-dioxo-15S-hydroxy-5Z,13E-prostadienoate"	C13808
"5,6-Dichloro-1-ethyl-1,3-dihydro-2H-benzimidazol-2-one"	C13844
1-Dodecanoyl-2-hexadecanoyl-3-octadecanoyl-sn-glycerol	C13869
"N-(3,5-Dichlorophenyl)-2-hydroxy-2-methyl-3-butenamide"	C14207
4-Methylmercapto-3-methylphenyl dimethyl thiophosphate	C14420
"6alpha-Chloro-17-hydroxypregn-4-ene-3,20-dione acetate"	C14648
"17alpha-Ethinyl-10beta,17beta-dihydroxy-4-estren-3-one"	C14670
"(8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid"	C14772
"(5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid"	C14773
"(5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid"	C14774
"(5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid"	C14775
"(5Z,8Z,10E,14Z)-12-Oxoeicosa-5,8,10,14-tetraenoic acid"	C14807
"12(R),13(S)-Epoxy-9(S)-hydroxy-10(E)-octadecenoic acid"	C14832
"6alpha,17-Dimethyl-5alpha-androstane-3beta,17beta-diol"	C14878
5alpha-Androstane-2beta-fluoro-17beta-ol-3-one acetate	C14889
17beta-[Bis(2-hydroxyethyl)amino]androst-5-en-3beta-ol	C14966
"3-(Acetyloxy)-9-mercaptoandrosta-3,5-diene-11,17-dione"	C14992
"17beta-Hydroxy-2,17-dimethyl-5alpha-androst-1-en-3-one"	C15012
"9-Fluoro-11beta-hydroxy-A-norpregn-3(5)-ene-2,20-dione"	C15065
17beta-Hydroxy-4-oxa-5alpha-androst-1-en-3-one acetate	C15068
"1,6-Dihydro-1-(3-methoxyphenethyl)-6-oxonicotinic acid"	C15089
"3-Acetyl-5alpha-androstane-3beta,17beta-diol 3-acetate"	C15157
"3-(Allyloxy)estra-1,3,5(10)-triene-16alpha,17beta-diol"	C15254
"2alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate"	C15290
"6alpha,11beta,17,21-Tetrahydroxypregn-4-ene-3,20-dione"	C15291
"6alpha-Fluoro-17-hydroxypregn-4-ene-3,20-dione acetate"	C15310
9alpha-Fluoro-11beta-hydroxy-2alpha-methylprogesterone	C15369
"6alpha,9-Difluoro-11beta-hydroxypregn-4-ene-3,20-dione"	C15381
6alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one acetate	C15414
"Estra-1,3,5(10)-triene-3,6beta,17beta-triol triacetate"	C15440
17beta-Hydroxy-17-methyl-5alpha-androst-9(11)-en-3-one	C15460
"(2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)"	C15935
Cocaine- and Amphetamine- regulated transcript (42-89)	C16029
Cyanidin-3-O-(6''-O-malonyl-2''-O-glucuronyl)glucoside	C16373
"3alpha,6beta,7beta-Trihydroxy-5beta-cholan-24-oic acid"	C17726
"3alpha,7alpha,12alpha-Trihydroxy-5alpha-cholanoic acid"	C17737
gamma-L-Glutamyl-4-aminobutyryl-[acyl carrier protein]	C18008
4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp]	C18009
"2,4,7-Trihydroxy-2H-1,4-benzoxazin-3(4H)-one-glucoside"	C18062
"1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene"	C19489
"Bis(2-hydroxyethyl)dithiocarbamic acid, potassium salt"	C19511
4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanone	C19602
"UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose"	C19823
"2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose"	C19972
"2-Hydroxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine"	C20286
"2-Acetoxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine"	C20287
"trans,octacis-Decaprenylphospho-beta-D-arabinofuranose"	C20370
"2-Amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate"	C20644
"2-Amino-4,5-dihydroxy-6-one-heptanoic acid-7-phosphate"	C20644
7-[(3S)-(3-Amino-3-carboxypropyl)]wyosine in tRNA(Phe)	C20649
"4-O-(beta-L-Arabinofuranosyl)-(2S,4S)-4-hydroxyproline"	C20706
"(3R,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1-carboxylate"	C20710
"(4Z,7Z,10Z,13Z,16Z,19Z)-22-Hydroxydocosahexaenoic acid"	C20855
"5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide"	C00194
O-(1-beta-Acyl-2-acyl-sn-glycero-3-phospho)ethanolamine	C00350
beta-D-Galactosyl-(1->4)-beta-N-acetyl-D-glucosaminyl-R	C00694
"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol"	C00788
1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C01302
6-(alpha-D-Glucosaminyl)-1-phosphatidyl-1D-myo-inositol	C04248
Biotin-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]	C04681
UDP-N-acetylmuramoyl-L-alanyl-alpha-D-glutamyl-L-lysine	C04700
"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid"	C04717
5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide	C04734
[Citrate-oxaloacetate-lyase((pro-3S)-CH2COO-->acetate)]	C04747
"beta-D-Galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R"	C04750
"(5Z,13E)-9alpha-Hydroxy-11,15-dioxoprosta-5,13-dienoate"	C04758
"1,2-D-Glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen"	C04759
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA"	C04760
Apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]	C04763
[Hydroxymethylglutaryl-CoA reductase (NADPH)] phosphate	C04768
"(2E,6E)-10,11-Epoxy-3,7,11-trimethyltridecadienoic acid"	C04834
19-Nor-17alpha-ethynyl-17beta-hydroxy-4-androsten-3-one	C05028
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	C05892
"3,3',4',5,7-Pentahydroxy-2-phenylbenzopyrylium chloride"	C05905
4-(4-Deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate	C06118
Gal-beta1->3GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer	C06136
Gal-beta1->3GalNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer	C06272
Gal-beta1->4GalNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer	C06273
beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-galactosamine	C07278
"(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid"	C07338
"1-(7-Methoxy-2,2-dimethyl-2H-1-benzopyran-6-yl)ethanone"	C09005
4-Methoxy-6-[2-(4-methoxyphenyl)ethenyl]-2H-pyran-2-one	C09980
"2',4',5,7-Tetrahydroxy-3'-(3,3-dimethylallyl)isoflavone"	C10486
"Cevan-6-one, 3,20-dihydroxy-, (3-beta,5-alpha,17-beta)-"	C10808
GalNAc-bta1->6Gal-alpha1->4Gal-beta1->4Glc-beta1->1'Cer	C11385
"4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol"	C11508
3-Mercapto-N-[(5-oxo-4(5H)-oxazolylidene)methyl]-valine	C11747
"3,12-Didehydro-9-methoxygalanthan-1alpha,2beta,10-triol"	C12187
"(3beta,5alpha,13beta,19alpha)-1,2-Didehydro-crinan-3-ol"	C12193
"dTDP-3-amino-2,3,6-trideoxy-D-threo-hexopyranos-4-ulose"	C12318
"9-Hydroxy-3,5,7,11,13,15,17,19-nonaoxo-eicosanoyl-[acp]"	C12363
"9-Hydroxy-3,5,7,11,13,15,17,19-nonaoxo-docosanoyl-[acp]"	C12365
I-123-beta-methyl-p-iodophenyl-methylpentadecanoic acid	C13426
"10,11-Seco-9,11-dioxo-15S-hydroxy-5Z,13E-prostadienoate"	C13807
"2,2-(2-Chlorophenyl-4'-chlorophenyl)-1,1-dichloroethene"	C14133
16beta-Hydroxy-16-methyl-3-methylether-17beta-estradiol	C14242
"16alpha,17alpha-Epoxy-20-oxopregn-5-en-3beta-yl acetate"	C14635
"19-Nor-17alpha-pregn-5(10)-en-20-yne-3alpha,17beta-diol"	C14652
"1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene"	C14803
"1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene"	C14804
"1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene"	C14805
"1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene"	C14806
"(10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid"	C14827
"(+)-3-(6-Hydroxy-2-naphthyl)-2,2-dimethylpentanoic acid"	C14888
"11beta-17-Dihydroxy-6alpha-methylpregn-4-ene-3,20-dione"	C14939
"17-Propylestra-1,3,5(10)-triene-3,17beta-diol diacetate"	C14947
"17-Methylandrosta-4,6-diene-3beta,17beta-diol 3-acetate"	C14954
"4,4'-(Diphenylethenylidene)bis[N,N-dimethylbenzenamine]"	C15021
"3-Methoxy-D-homoestra-1,3,5(10),8,14-pentaen-17abeta-ol"	C15063
"4-Benzyloxy-2'-hydroxy-3',4',5',6'-tetramethoxychalcone"	C15080
"11beta-Hydroxy-6alpha,11-dimethylpregn-4-ene-3,20-dione"	C15115
alpha-(p-Methoxyphenyl)-6-methyl-2-pyridineacrylic acid	C15122
"(-)-3-(6-Hydroxy-2-naphthyl)-2,2-dimethylpentanoic acid"	C15153
5alpha-Androstane-2alpha-fluoro-17beta-ol-3-one acetate	C15166
"6alpha-Fluoro-11beta,17-dihydroxypregn-4-ene-3,20-dione"	C15172
5-Nitro-2-furancarboxaldehyde (2-hydroxyethyl)hydrazone	C15178
"4-[1-Ethyl-2-(4-hydroxyphenyl)butyl]-3,5-dimethylphenol"	C15219
"3,6-Dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one"	C15222
"3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one diacetate"	C15272
"16alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate"	C15289
"3,17beta-Dihydroxyestra-1,3,5(10)-trien-6-one diacetate"	C15313
"11beta,17beta-Dihydroxyandrost-4-en-3-one 17-propionate"	C15314
"21-Fluoro-11beta,17-dihydroxy-6alpha-methylprogesterone"	C15320
"3alpha-Hydroxy-5beta-pregn-16-ene-11,20-dione 3-acetate"	C15333
"9-Fluoro-11beta,16alpha-dihydroxypregn-4-ene-3,20-dione"	C15380
"Estra-1,3,5(10)-triene-3,6alpha,17beta-triol triacetate"	C15382
"11beta,17beta-Dihydroxy-4,17-dimethylandrost-4-en-3-one"	C15401
beta-Chloro-alpha-phenylbenzeneethanamine hydrochloride	C15411
"2-Dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan"	C15509
"4-Dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan"	C15510
"2',3,4,4',6'-Pentahydroxychalcone 4'-O-beta-D-glucoside"	C16408
"DNA 2,6-diamino-5-formamido-3,4-dihydro-4-oxopyrimidine"	C16691
"3alpha,6beta,7alpha-Trihydroxy-5beta-cholan-24-oic acid"	C17647
"(3beta,5alpha,6beta,11alpha)-Gorgostane-3,5,6,11-tetrol"	C19656
"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid"	C19725
"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid"	C19745
Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside	C19762
alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid A	C19890
"3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione"	C19944
"[(1S)-4-Hydroxy-2,2,3-trimethylcyclopent-3-enyl]acetate"	C20324
"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate"	C20359
Cyanidin 3-O-(beta-D-xylosyl-(1->2)-beta-D-galactoside)	C20468
"(3S,6S)-3-Benzyl-6-(2-methylpropyl)piperazine-2,5-dione"	C20519
UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose	C20849
"L-Alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate"	C20925
"(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate"	C00584
[Pyruvate dehydrogenase (acetyl-transferring)] phosphate	C01293
[L-Glutamate:ammonia ligase (ADP-forming)] inactive form	C01299
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-one-CoA"	C01794
"N1,N8-Bis(gamma-L-glutamyl-L-cysteinyl-glycyl)spermidine"	C02090
"1,2-Diacyl-sn-glycero-3-phospho-sn-glycerol 3'-phosphate"	C03892
Flavonol 3-O-[alpha-L-rhamnosyl-(1->6)-beta-D-glucoside]	C04194
"(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid"	C04672
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oate"	C04722
Holo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]	C04727
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	C04734
alpha-L-Dihydrostreptosyl-(1->4)-streptidine 6-phosphate	C04767
"1,6-alpha-D-Mannosyl-1,6-alpha-D-mannosyloligosaccharide"	C04772
3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate	C04773
"D-Galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosyl-R"	C04775
"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole"	C04778
rRNA containing a single residue of 2'-O-methyladenosine	C04779
"(9Z,11E,15Z)-(13S)-Hydroperoxyoctadeca-9,11,15-trienoate"	C04785
"2,6-Bis(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R"	C04906
1-Organyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine	C05210
"2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide"	C05944
"5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid"	C06314
"5,6-Dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline"	C06726
"(9Z,12Z,15Z)-(7S,8S)-Dihydroxyoctadeca-9,12,15-trienoate"	C07357
"Veatchine,15-deoxy-16,17-dihydro-15-oxo-, (16-beta,20S)-"	C08672
1-(6-Methoxy-2-prop-1-en-2-yl-1-benzofuran-5-yl)ethanone	C08762
"1-(7-Hydroxy-2,2-dimethyl-2H-1-benzopyran-6-yl)-ethanone"	C09006
"6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-"	C09642
"1-Carbazol-9-yl-3-(3,5-dimethylpyrazol-1-yl)-propan-2-ol"	C11560
alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid	C13672
GlcNAc-beta1->2Man-alpha1->3Man-beta1->4Glc-beta1->1'Cer	C13920
GalNAc-beta1->3Gal-alpha1->3Gal-beta1->4Glc-beta1->1'Cer	C13925
"cis-1,2-Dihydroxy-1,2-dihydro-7-hydroxymethylnaphthalene"	C14104
"O,O-Dimethyl O-(3-methyl-4-nitrophenyl) phosphorothioate"	C14442
"2-Ethyl-2(hydroxymethyl)-1,3-propanediol trimethacrylate"	C14538
17beta-Hydroxy-2-hydroxymethylene-5alpha-androstan-3-one	C14628
"16alpha,17alpha-Epoxy-3,20-dioxopregn-4-en-21-yl acetate"	C14651
"2-(m-Chlorophenyl)-2-(p-chlorophenyl)-1,1-dichloroethane"	C14714
"7alpha,17beta-Dihydroxy-17alpha-methylandrost-4-en-3-one"	C14891
2-(4-Chlorophenyl)-3-phenyl-3-(2-pyridinyl)acrylonitrile	C14893
"12alpha-(Chloromethyl)-12-hydroxy-pregn-4-ene-3,20-dione"	C14923
"3alpha,21-Dihydroxy-D-homo-5beta-pregn-17a(20)-en-11-one"	C14976
"3-Allyloxyestra-1,3,5(10),7-tetraene-16,17-dione dioxime"	C15086
"3-Hydroxyestra-1,3,5(10),7-tetraene-16,17-dione 16-oxime"	C15087
"17beta-Hydroxy-2alpha,17-dimethyl-5alpha-androstan-3-one"	C15099
"4,4-Difluoro-17beta-hydroxyandrost-5-en-3-one propionate"	C15112
"12alpha-Fluoro-11beta,17beta-dihydroxyandrost-4-en-3-one"	C15164
"16alpha,17-Isopropylidenedioxy-6alpha-methylprogesterone"	C15280
"17alpha,2alpha-Dimethyl-17beta-hydroxy-4-androsten-3-one"	C15339
"11beta,17beta-Dihydroxy-17-methyl-5alpha-androstan-3-one"	C15349
4-Chloro-17alpha-methyl-17beta-hydroxy-4-androsten-3-one	C15358
"9-Bromo-17beta-hydroxy-17-methylandrost-4-ene-3,11-dione"	C15371
"3alpha,12alpha-Dihydroxy-5beta-chol-8(14)-en-24-oic acid"	C15375
"17beta-Hydroxy-7alpha,17-dimethylandrosta-1,4-dien-3-one"	C15402
"3beta,17-Dihydroxy-5alpha-pregnane-11,20-dione 3-acetate"	C15404
"1-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)-1H-pyrrole-2,5-dione"	C15433
"11beta,17beta-Dihydroxy-12alpha-methylandrost-4-en-3-one"	C15434
6beta-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate	C15446
6-Oxabicyclo[3.1.0]hexane-2-undecanoic acid methyl ester	C15465
"1-(2,6-Dihydroxypyridin-3-yl)-4-(methylamino)butan-1-one"	C15986
"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid ethyl ester"	C16185
"(8E)-9-[(1E,3Z,6Z)-Nona-1,3,6-trien-1-yloxy]non-8-enoate"	C16320
EF-2 2-[3-carboxy-3-(dimethylammonio)propyl]-L-histidine	C16720
tRNA containing 5-carboxymethylaminomethyl-2-thiouridine	C17323
"3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid"	C17644
"3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oic acid"	C17649
"1alpha,3alpha,7alpha-Trihydroxy-5beta-cholan-24-oic acid"	C17650
"5S,18R-Dihydroxy-6E,8Z,11Z,14Z,16E-eicosapentaenoic acid"	C18173
"2,3-dihydro-5,6-dimethyl-1,4-dithiine 1,1,4,4-tetraoxide"	C18719
4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone	C19602
[Protein]-3-O-(N-acetyl-beta-D-glucosaminyl)-L-theronine	C19804
"UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose"	C19823
"dTDP-3-dimethylamino-3,6-dideoxy-alpha-D-galactopyranose"	C19948
"(1R,5R)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]hept-2-ene"	C20244
"UDP-2,4-Diacetamido-2,4,6-trideoxy-alpha-D-glucopyranose"	C20357
"(12S,5Z,8E,10E)-12-Hydroxy-5,8,10-heptadecatrienoic acid"	C20388
"2,3-Bis-O-(geranylgeranyl)-sn-glycero-1-phospho-L-serine"	C20466
Delphinidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside	C20494
"(3beta,25R)-Spirost-5-en-3-ol 3-O-beta-D-glucopyranoside"	C20709
(5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium cation	C01137
beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	C01290
N-[(1S)-4-Carbamimidamido-1-carboxybutyl]-D-glutamic acid	C01682
"4,4',14alpha-Trimethyl-5alpha-cholesta-8,24-dien-3beta-ol"	C01724
"5-Amino-2,6-dioxy-4-(5'-phospho-D-ribitylamino)pyrimidine"	C04454
Peptide 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	C04692
(S)-2-Amino-3-(3-hydroxy-4-oxo-4H-pyridin-1-yl)propanoate	C04771
"8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate"	C04780
"cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate"	C04783
5-Amino-4-chloro-2-(5-hydroxymuconoyl)-3(2H)-pyridazinone	C05155
5-Amino-4-chloro-2-(2-hydroxymuconoyl)-3(2H)-pyridazinone	C05155
"5-(gamma-Carboxy-gamma-oxopropyl)-4,6-dihydroxypicolinate"	C05656
"3,3',4',5,5',7-Hexahydroxy-2-phenylbenzopyrylium chloride"	C05908
"5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid"	C06315
"cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,4-dicarboxylate"	C06318
"(E,E,E)-N-(2-Methylpropyl)hexadeca-2,6,8-trien-10-ynamide"	C08454
"Methyl (9-cis)-hydrogen-6,6'-diapo-psi,psi-carotenedioate"	C08582
Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate ester	C10223
"4,5-Dimethoxy-methyl-1,3-dioxolo(4,5-c)acridin-6(11H)-one"	C10724
"1D-myo-Inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate"	C11174
"1D-myo-Inositol 5-diphosphate 1,2,3,4,6-pentakisphosphate"	C11526
13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester	C11830
"dTDP-3-dimethylamino-3,4,6-trideoxy-alpha-D-glucopyranose"	C11911
"Avermectin A1a, 25-de(1-methylpropyl)-25-(1-methylethyl)-"	C11968
"Cyclohexanol, 1-methyl-4-(1-methylethylidene)-, 1-acetate"	C12302
"9-Hydroxy-3,5,7,11,13,15,17,19-nonaoxo-henicosanoyl-[acp]"	C12364
"4-Acetamido-4'-isothiocyanostilbene-2,2'-disulphonic acid"	C13702
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate	C13889
"2,2-Dimethyl-2,3-dihydro-7-benzofuranyl N-methylcarbamate"	C14291
"2,2-Bis[4-(2-hydroxy-3-methacryloxypropoxy)phenyl]propane"	C14511
"2-Bromo-3,3-dimethyl-N-(1-methyl-1-phenylethyl)butanamide"	C14568
2'-Carboxy-4-[bis(2-chloroethyl)amino]-2-methylazobenzene	C14626
"Estra-1,3,5(10)-triene-3,17beta-diol 17-benzenepropionate"	C14645
"3-Methoxy-19-nor-17alpha-pregna-1,3,5(10)-trien-17beta-ol"	C14661
"21-Acetoxy-17alpha-hydroxypregna-1,4-diene-3,11,20-trione"	C14668
"(5Z,8Z,11Z,14Z)-20-Hydroxyicosa-5,8,11,14-tetraenoic acid"	C14748
"(5Z,8Z,12E)-11,14,15-Trihydroxyicosa-5,8,12-trienoic acid"	C14814
"(5Z,9E,11Z,14Z)-(8R)-8-Hydroxyicosa-5,9,11,14-tetraenoate"	C14824
"3-[(2-Chlorobenzylidene)amino]-6H-dibenzo[b,d]pyran-6-one"	C14951
